osm_building,roof_features,roof_to_osm_area_ratio,match_fraction_min,roof_z_m,roof_z_p75_m,roof_z_max_m,roof_z_spread_max_m,dtm_ground_max_vertex_m,dtm_ground_roof_centroid_m,derived_height_m,derived_height_p75_roof_z_m,derived_height_max_roof_z_m,derived_height_centroid_ground_m,osm_reference_height_m,osm_reference_method,difference_from_osm_m,building_type,building_levels,osm_height_tag,name,footprint_area_m2
way/135645050,1,1.184,0.75,105.449,105.449,105.645,0.782,101.63,101.344,3.82,3.82,4.015,4.105,,,,yes,,,,506.7
way/135645054,1,0.997,0.714,110.889,110.937,112.077,13.932,89.467,88.267,21.422,21.47,22.609,22.622,13.5,levels,7.922,school,4,,,1150.8
way/136517741,1,0.87,1.0,85.278,85.35,85.42,0.188,77.0,76.836,8.277,8.35,8.42,8.442,,,,yes,,,,544.9
way/136517748,1,1.166,0.851,82.565,82.622,82.728,0.355,77.682,78.744,4.883,4.939,5.045,3.821,,,,yes,,,,1108.9
way/137312219,1,0.979,1.0,82.849,84.611,84.81,3.795,78.388,78.344,4.461,6.223,6.422,4.505,,,,yes,,,,420.3
way/141868186,1,0.904,0.833,93.785,93.83,93.85,0.075,86.855,86.689,6.931,6.975,6.996,7.097,,,,yes,,,,159.8
way/141868188,1,0.924,0.931,90.699,91.573,93.353,3.466,87.021,86.499,3.678,4.552,6.332,4.2,,,,yes,,,,688.5
way/141868195,2,0.368,1.0,92.173,92.399,93.088,1.035,88.222,87.619,3.951,4.177,4.866,4.553,,,,yes,,,,2130.1
way/141868198,1,1.156,1.0,91.377,92.86,94.414,9.235,81.535,81.067,9.842,11.325,12.879,10.31,,,,yes,,,,212.7
way/141868199,1,0.368,0.929,89.828,89.892,90.14,0.458,87.406,87.302,2.421,2.485,2.734,2.526,,,,yes,,,,358.9
way/141868200,1,1.017,1.0,91.393,91.4,91.436,0.503,87.214,87.158,4.179,4.186,4.222,4.235,,,,yes,,,,552.1
way/141868202,1,1.032,0.778,91.581,91.853,92.134,1.039,87.872,87.374,3.708,3.981,4.262,4.206,,,,yes,,,,868.3
way/141868204,2,0.602,1.0,91.699,92.901,93.137,1.323,87.47,87.119,4.229,5.432,5.667,4.579,,,,house,,,,544.5
way/141868205,1,0.517,1.0,84.143,85.344,87.114,3.549,81.325,80.162,2.818,4.019,5.788,3.981,,,,yes,,,,368.9
way/141868207,1,0.815,0.714,91.34,91.424,92.744,1.709,87.351,87.121,3.989,4.073,5.393,4.219,,,,house,,,,317.0
way/141868209,1,0.58,0.833,90.738,91.123,92.026,2.886,86.256,86.299,4.482,4.867,5.77,4.44,,,,yes,,,,828.0
way/141868211,2,1.025,0.818,91.999,94.344,95.462,3.682,87.595,87.436,4.404,6.749,7.867,4.562,,,,house,,,,402.5
way/141868218,2,0.919,1.0,92.9,93.125,93.603,0.987,86.63,86.539,6.27,6.495,6.972,6.362,,,,yes,,,,196.8
way/141868219,1,0.842,1.0,92.393,92.529,96.116,3.825,88.137,87.704,4.256,4.393,7.98,4.689,,,,house,,,,159.2
way/141868220,1,0.825,1.0,91.34,92.088,92.953,2.429,88.281,87.911,3.059,3.807,4.672,3.429,,,,house,,,,299.9
way/141868221,1,0.924,1.0,103.959,104.095,104.23,2.589,87.143,86.919,16.816,16.951,17.087,17.04,,,,yes,,,,213.0
way/141868224,1,0.513,0.875,94.298,94.362,94.762,1.649,88.743,88.683,5.555,5.619,6.019,5.616,,,,yes,,,,456.9
way/141868226,1,0.71,0.885,91.754,92.188,94.499,3.264,88.86,88.705,2.893,3.328,5.639,3.049,,,,yes,,,,561.5
way/141868228,1,1.295,1.0,93.423,93.423,93.423,0.0,84.169,83.906,9.255,9.255,9.255,9.517,,,,yes,,,,222.0
way/142259266,1,0.113,1.0,66.331,67.44,67.909,1.874,64.922,63.647,1.409,2.519,2.987,2.684,,,,yes,,,,340.4
way/142259269,1,1.168,0.75,69.287,69.287,70.076,1.282,67.003,66.018,2.284,2.284,3.073,3.269,,,,yes,,,,277.0
way/142259270,1,0.946,1.0,75.051,75.066,75.248,0.393,72.473,72.223,2.578,2.593,2.775,2.828,,,,yes,,,,130.5
way/142259271,1,1.196,0.818,66.574,66.649,66.802,0.839,59.706,59.547,6.868,6.943,7.096,7.027,,,,yes,,,,124.1
way/142259275,1,1.204,0.818,69.771,70.184,70.331,1.183,67.602,67.446,2.169,2.582,2.73,2.324,,,,yes,,,,169.2
way/142259276,1,0.936,1.0,71.091,71.718,71.983,3.039,65.695,64.847,5.397,6.023,6.289,6.244,,,,yes,,,,142.8
way/142259277,1,1.169,1.0,68.9,69.418,69.418,0.551,64.274,63.925,4.626,5.144,5.144,4.975,,,,yes,,,PT-51,73.7
way/142259279,1,0.796,0.917,89.998,89.998,89.998,0.391,74.606,74.517,15.393,15.393,15.393,15.481,13.5,levels,1.893,office,4,,Lukoil Moldova,270.4
way/142259280,1,1.172,0.923,71.69,72.373,72.539,3.153,63.817,62.998,7.874,8.556,8.722,8.692,,,,yes,,,,214.5
way/142259282,1,1.146,0.81,67.217,67.276,67.473,1.556,64.49,63.596,2.727,2.787,2.983,3.621,,,,yes,,,,351.0
way/142259286,1,1.245,0.737,64.895,65.047,65.363,1.107,63.482,61.162,1.413,1.564,1.88,3.734,,,,yes,,,,347.9
way/142900972,1,0.787,1.0,86.844,87.202,87.41,1.808,84.204,83.614,2.641,2.998,3.207,3.23,,,,yes,,,,245.7
way/143181536,1,0.69,1.0,86.147,86.801,86.906,0.891,82.688,82.406,3.458,4.113,4.218,3.74,,,,yes,,,,159.3
way/143181537,2,0.977,1.0,87.832,87.872,87.971,2.056,82.902,82.709,4.93,4.97,5.069,5.123,,,,yes,,,,117.7
way/146076884,1,0.98,1.0,95.279,95.353,95.408,0.706,91.307,91.324,3.972,4.046,4.102,3.954,,,,yes,,,,209.0
way/146076894,1,1.082,1.0,100.642,100.689,100.836,0.392,87.4,87.219,13.241,13.289,13.436,13.423,,,,yes,,,,270.7
way/146076916,1,1.048,0.909,93.752,93.797,93.894,0.926,89.763,89.413,3.989,4.034,4.132,4.339,,,,yes,,,,201.7
way/146076921,1,1.297,0.833,95.616,95.973,96.343,1.194,86.649,86.345,8.967,9.324,9.694,9.271,,,,yes,,,,251.0
way/146076943,1,0.961,1.0,96.507,96.62,96.809,0.693,90.938,90.553,5.569,5.682,5.871,5.954,,,,yes,,,Ministerul Culturii,808.6
way/146076950,1,1.116,0.846,94.768,94.858,95.808,4.613,88.321,88.2,6.447,6.537,7.487,6.567,,,,yes,,,,872.0
way/148685646,2,0.994,1.0,81.153,81.339,81.541,0.784,72.367,72.054,8.786,8.972,9.173,9.099,,,,yes,,,,363.5
way/148685647,1,1.082,1.0,80.628,80.702,80.775,0.393,74.25,74.252,6.378,6.452,6.526,6.376,,,,yes,,,,111.9
way/148685648,2,0.915,0.833,76.76,79.358,81.662,6.079,71.876,71.395,4.883,7.481,9.785,5.365,,,,yes,,,,642.2
way/148685653,1,1.12,1.0,81.737,81.933,81.933,0.392,73.558,72.257,8.179,8.375,8.375,9.48,,,,yes,,,,219.3
way/148685657,1,1.034,1.0,81.364,81.471,81.659,0.49,74.257,74.102,7.107,7.214,7.401,7.263,,,,yes,,,Sinagoga „Habad Liubavici”,290.1
way/148685660,1,0.994,0.85,79.409,80.096,80.685,1.767,72.389,71.661,7.019,7.706,8.295,7.748,10.5,levels,-3.481,yes,3,,,217.8
way/148685665,1,1.075,0.7,73.226,73.423,73.423,0.885,68.966,68.756,4.26,4.457,4.457,4.47,,,,detached,,,,242.8
way/148685667,1,0.883,0.739,83.165,83.459,83.852,3.43,74.778,74.034,8.386,8.681,9.073,9.13,,,,yes,,,,754.1
way/148685668,1,1.053,0.833,76.454,76.454,76.553,0.098,71.463,71.073,4.991,4.991,5.089,5.382,,,,yes,,,,321.3
way/148685669,1,1.057,1.0,78.07,78.254,78.364,1.176,73.802,73.462,4.269,4.452,4.562,4.609,,,,yes,,,,513.3
way/148685670,1,1.164,0.75,73.252,74.15,74.268,1.573,70.419,70.141,2.833,3.731,3.849,3.11,,,,yes,,,,214.3
way/148685676,1,0.862,1.0,76.919,77.653,79.481,3.733,72.1,71.858,4.819,5.553,7.382,5.061,,,,yes,,,,409.3
way/148685677,1,0.647,0.828,79.743,80.638,81.185,2.937,73.474,71.561,6.269,7.164,7.711,8.182,,,,yes,,,,1309.8
way/148685680,2,1.135,1.0,76.478,82.646,83.143,0.98,72.204,72.187,4.274,10.442,10.939,4.291,,,,yes,,,Inspecția Financiară a Ministerului Finanțelor,421.8
way/148685682,1,1.05,0.909,82.359,82.388,82.388,0.49,74.39,74.198,7.969,7.998,7.998,8.161,,,,yes,,,,436.3
way/148685683,1,1.13,0.75,72.871,73.559,74.051,1.573,68.218,68.083,4.653,5.341,5.833,4.787,,,,yes,,,,301.3
way/148685686,1,0.679,0.818,77.027,78.257,79.534,3.439,74.083,73.773,2.944,4.174,5.452,3.253,,,,yes,,,,278.7
way/148685687,1,1.09,1.0,78.748,78.748,78.748,2.553,71.101,70.977,7.647,7.647,7.647,7.772,,,,yes,,,,150.0
way/148685688,2,0.938,0.818,82.426,82.51,82.524,0.589,74.907,74.836,7.52,7.603,7.618,7.59,,,,yes,,,,319.5
way/148685690,1,1.224,0.778,75.505,75.615,79.577,4.612,72.212,71.804,3.293,3.403,7.365,3.701,,,,yes,,,,290.7
way/148685696,1,0.967,1.0,77.86,77.888,78.154,0.393,71.402,71.414,6.458,6.487,6.752,6.446,,,,yes,,,,148.4
way/148685698,1,1.364,0.714,79.254,79.362,79.376,0.393,71.244,70.844,8.01,8.118,8.132,8.411,,,,yes,,,,193.1
way/148685700,1,1.111,1.0,74.604,74.899,75.194,1.18,66.986,66.717,7.617,7.912,8.207,7.887,,,,yes,,,,115.6
way/148685703,1,1.473,0.75,76.052,76.444,76.64,1.668,72.463,72.298,3.589,3.981,4.177,3.753,,,,yes,,,,233.9
way/148685704,1,1.125,0.7,76.953,77.372,77.933,1.274,74.22,74.039,2.732,3.152,3.713,2.914,,,,yes,,,,174.1
way/148685706,1,1.064,1.0,73.383,73.679,73.679,0.59,70.992,70.911,2.391,2.687,2.687,2.472,4.5,levels,-2.109,commercial,1,,,112.7
way/148685708,1,0.877,1.0,73.105,73.386,73.4,0.984,69.073,68.526,4.033,4.313,4.328,4.579,,,,yes,,,,340.7
way/148685712,1,1.438,1.0,76.929,77.031,77.542,0.99,74.146,73.882,2.783,2.884,3.396,3.047,,,,yes,,,,89.8
way/148685715,2,1.04,1.0,73.826,77.18,78.064,1.18,71.056,70.648,2.77,6.124,7.008,3.179,,,,yes,,,,216.6
way/148685717,1,0.975,1.0,79.855,80.051,80.247,0.588,71.376,71.416,8.478,8.674,8.871,8.438,,,,yes,,,,514.6
way/148685718,2,1.051,0.8,79.199,80.07,80.405,1.568,74.056,73.697,5.142,6.014,6.349,5.502,,,,yes,,,,417.9
way/148685720,2,0.887,1.0,83.546,83.821,84.33,0.882,74.345,74.262,9.201,9.476,9.985,9.284,,,,yes,,,,607.8
way/148685722,3,0.583,0.75,85.014,87.557,88.828,2.543,75.401,74.665,9.613,12.156,13.428,10.349,,,,yes,,,,803.2
way/148687227,4,1.094,0.833,74.651,75.624,78.289,4.124,71.702,71.269,2.949,3.922,6.587,3.382,,,,yes,,,,1036.8
way/148687232,1,1.101,1.0,75.353,75.382,75.614,0.897,71.565,71.409,3.788,3.817,4.049,3.944,,,,yes,,,,144.6
way/148687239,1,1.009,1.0,74.838,75.006,75.274,0.491,71.169,70.79,3.669,3.837,4.105,4.048,,,,yes,,,,169.9
way/148687260,2,0.885,0.875,73.106,75.121,75.76,1.971,69.471,69.181,3.635,5.65,6.289,3.925,7.5,levels,-3.865,house,2,,,236.5
way/148687261,1,1.015,1.0,75.405,75.405,75.503,0.393,71.487,71.407,3.917,3.917,4.015,3.998,,,,yes,,,,135.6
way/148687288,3,0.972,0.818,77.375,78.914,81.117,4.08,73.199,72.252,4.177,5.715,7.919,5.123,,,,yes,,,,392.5
way/148691812,1,0.925,1.0,78.438,79.255,79.255,1.352,74.645,74.371,3.793,4.609,4.609,4.067,,,,industrial,,,,102.3
way/148691813,1,1.058,1.0,85.87,85.916,85.916,0.451,75.273,74.967,10.597,10.643,10.643,10.903,,,,industrial,,,,527.2
way/148691815,1,0.897,1.0,77.003,77.014,77.308,0.785,73.684,73.547,3.318,3.329,3.624,3.456,,,,yes,,,,140.3
way/148691819,1,0.888,1.0,78.193,78.232,78.389,0.49,74.301,74.034,3.892,3.931,4.088,4.159,,,,yes,,,,212.6
way/148691829,1,0.172,1.0,82.915,83.894,83.894,1.122,76.785,76.106,6.131,7.109,7.109,6.809,,,,yes,,,,964.3
way/148691840,1,0.866,0.846,82.384,82.677,84.095,3.37,77.504,76.529,4.88,5.173,6.591,5.855,,,,industrial,,,,850.7
way/148691841,1,0.885,1.0,80.786,81.008,81.008,1.103,76.968,76.662,3.818,4.04,4.04,4.124,,,,yes,,,,355.0
way/1544545273,2,1.065,1.0,99.567,101.705,101.706,0.474,95.401,94.998,4.166,6.304,6.305,4.569,,,,yes,,,,85.0
way/1545049720,1,0.721,0.727,85.557,86.328,86.628,2.985,80.389,80.179,5.169,5.939,6.239,5.379,,,,yes,,,,95.8
way/157311827,1,0.892,1.0,106.116,106.116,106.213,0.194,100.486,99.919,5.63,5.63,5.727,6.197,10.5,levels,-4.87,yes,3,,,267.4
way/157425388,1,0.963,1.0,105.056,105.361,105.406,0.541,96.772,96.603,8.283,8.589,8.634,8.453,,,,yes,,,,248.8
way/164292024,1,0.994,1.0,92.842,92.988,93.044,0.308,87.22,87.258,5.622,5.768,5.824,5.584,,,,yes,,,,220.8
way/164959207,1,1.065,0.857,79.327,79.449,79.724,0.64,70.769,69.833,8.558,8.68,8.955,9.494,,,,yes,,,,520.7
way/164959208,1,0.98,1.0,74.189,74.491,74.992,1.685,69.385,68.798,4.804,5.106,5.607,5.391,,,,yes,,,,282.1
way/164959210,1,1.305,0.722,70.302,71.407,72.1,2.145,67.622,67.175,2.681,3.785,4.479,3.128,,,,yes,,,,112.4
way/164959214,1,0.939,0.889,76.227,76.47,76.754,1.309,71.175,70.712,5.052,5.295,5.579,5.514,,,,yes,,,,304.0
way/164959217,2,1.166,0.833,82.03,82.134,82.247,1.489,78.062,77.195,3.968,4.071,4.184,4.835,,,,yes,,,,359.4
way/164959219,1,0.092,0.714,86.096,86.106,86.137,0.096,83.256,83.225,2.84,2.851,2.881,2.871,,,,yes,,,,243.4
way/164959220,1,1.239,1.0,83.221,83.232,83.307,0.298,78.445,78.287,4.776,4.788,4.863,4.934,,,,yes,,,,177.5
way/164959223,1,1.109,1.0,82.499,82.53,82.655,0.782,74.796,74.361,7.702,7.733,7.859,8.138,,,,yes,,,,264.0
way/164959226,1,1.07,0.857,78.046,78.172,78.494,1.082,74.971,74.483,3.076,3.202,3.523,3.563,,,,yes,,,,201.6
way/164959227,1,0.932,1.0,87.299,88.072,88.257,2.617,82.263,82.052,5.036,5.809,5.994,5.248,,,,yes,,,,341.7
way/164959232,1,0.595,1.0,79.878,80.697,80.715,1.957,75.756,74.229,4.122,4.941,4.959,5.649,,,,yes,,,,624.6
way/164959235,1,0.906,1.0,81.703,81.897,81.897,0.373,79.009,78.486,2.694,2.888,2.888,3.217,,,,yes,,,,157.2
way/164959250,1,1.398,0.769,70.987,71.474,72.441,1.629,68.466,68.144,2.521,3.008,3.975,2.843,,,,yes,,,,185.6
way/164959252,1,1.119,1.0,87.669,88.1,89.466,4.288,82.06,81.983,5.609,6.041,7.407,5.686,,,,yes,,,,104.7
way/164959255,1,1.06,0.778,92.592,92.776,92.843,0.88,79.415,78.817,13.177,13.361,13.428,13.775,,,,yes,,,,336.9
way/164959256,1,1.025,0.917,90.205,90.205,90.271,0.333,78.747,78.46,11.458,11.458,11.524,11.744,,,,yes,,,,567.0
way/164959262,1,1.038,1.0,83.722,83.722,83.851,0.332,80.416,80.073,3.306,3.306,3.434,3.649,4.5,levels,-1.194,warehouse,1,,,381.1
way/164959263,1,1.315,0.812,79.686,81.81,82.265,3.534,76.837,75.815,2.848,4.973,5.427,3.87,,,,yes,,,,257.9
way/164959265,1,1.16,1.0,75.71,75.804,75.836,0.241,71.506,71.402,4.204,4.299,4.33,4.308,,,,yes,,,,266.2
way/164959271,1,1.06,1.0,80.498,80.626,81.157,3.116,75.016,74.418,5.481,5.61,6.141,6.08,4.5,levels,0.981,yes,1,,,277.9
way/164959273,3,1.187,1.0,83.917,84.386,84.877,0.992,73.801,73.438,10.116,10.585,11.077,10.478,,,,yes,,,,325.0
way/164959278,1,0.922,1.0,86.346,87.006,87.27,1.573,75.739,75.351,10.608,11.268,11.531,10.995,,,,yes,,,,222.7
way/164959281,1,1.016,0.7,85.253,85.878,86.51,2.035,82.705,81.747,2.548,3.172,3.805,3.506,,,,yes,,,,189.7
way/164959293,1,0.9,0.941,85.911,86.058,86.101,0.564,82.067,81.832,3.844,3.99,4.034,4.079,,,,yes,,,,413.3
way/164959297,1,1.346,0.75,81.661,81.943,82.446,1.448,77.105,76.689,4.556,4.838,5.341,4.972,,,,yes,,,,221.3
way/164959298,1,1.21,0.875,80.115,80.354,80.715,1.661,75.486,74.853,4.629,4.868,5.229,5.262,,,,yes,,,,257.3
way/168740153,1,1.073,0.7,79.209,79.245,79.562,1.461,76.533,75.601,2.675,2.711,3.028,3.607,,,,yes,,,,160.2
way/173205356,1,0.995,1.0,78.872,78.903,78.926,0.127,64.659,63.846,14.214,14.244,14.268,15.027,,,,yes,,,,727.7
way/173205367,2,0.96,1.0,76.37,76.565,76.568,0.329,62.475,61.951,13.895,14.09,14.093,14.419,,,,yes,,,,770.9
way/173205370,2,0.965,1.0,74.835,74.894,75.301,0.54,61.758,61.486,13.077,13.137,13.543,13.349,,,,yes,,,,483.1
way/173205374,2,0.839,1.0,77.48,77.509,77.698,0.217,63.02,62.421,14.461,14.489,14.678,15.059,13.5,levels,0.961,yes,4,,,891.2
way/173205375,1,0.975,1.0,77.349,77.711,77.72,0.371,63.949,63.257,13.4,13.762,13.771,14.092,,,,yes,,,,727.7
way/173205377,1,0.937,1.0,74.469,74.574,74.909,0.5,60.897,60.391,13.572,13.677,14.012,14.077,13.5,levels,0.072,yes,4,,,821.1
way/173205379,3,0.463,1.0,66.087,76.255,76.521,0.719,58.994,58.169,7.093,17.262,17.527,7.918,13.5,levels,-6.407,college,4,,,2060.9
way/173205381,1,0.968,1.0,69.041,69.203,69.203,0.259,56.598,56.147,12.443,12.605,12.605,12.894,19.5,levels,-7.057,apartments,6,,,473.7
way/173205382,1,1.11,1.0,74.13,74.348,74.412,0.453,60.718,60.483,13.411,13.63,13.693,13.647,,,,yes,,,,616.2
way/187711483,1,1.117,0.783,97.645,97.812,97.986,1.316,94.345,93.614,3.3,3.468,3.641,4.03,,,,yes,,,,269.2
way/187711488,1,1.116,0.714,94.546,94.657,95.014,0.813,92.5,92.29,2.046,2.156,2.513,2.256,,,,yes,,,,163.9
way/187711491,1,0.999,0.929,98.872,99.098,99.228,0.871,95.271,95.051,3.601,3.827,3.958,3.821,,,,yes,,,,253.4
way/187711492,1,0.947,1.0,99.429,99.768,99.984,1.468,92.1,91.927,7.329,7.668,7.884,7.502,,,,yes,,,,203.6
way/200178685,1,0.83,1.0,101.25,101.254,101.255,0.071,93.662,93.214,7.588,7.592,7.593,8.036,,,,yes,,,,314.2
way/202153016,2,0.921,1.0,80.856,81.396,81.56,1.36,76.993,76.281,3.863,4.402,4.567,4.576,,,,yes,,,,247.6
way/202153017,1,1.031,0.75,75.735,76.921,76.955,1.924,73.224,72.854,2.511,3.696,3.73,2.881,,,,yes,,,,59.3
way/202153019,1,1.185,1.0,75.293,76.028,76.028,1.473,70.098,69.265,5.195,5.93,5.93,6.028,,,,yes,,,,85.7
way/215105281,1,1.009,1.0,113.629,113.742,113.744,0.415,81.9,81.365,31.729,31.842,31.844,32.264,,,,yes,,,,439.6
way/231445476,1,0.662,1.0,95.254,95.62,99.674,4.837,90.665,90.429,4.589,4.955,9.009,4.825,,,,school,,,Liceu cu profil tehnologic pentru copii cu vederea slabă,723.9
way/243483398,1,0.852,0.778,100.421,100.519,100.564,0.696,93.701,92.875,6.72,6.819,6.863,7.545,,,,yes,,,,191.7
way/243483399,1,1.066,1.0,99.739,100.167,100.359,1.627,97.496,97.282,2.243,2.671,2.864,2.457,,,,yes,,,,62.1
way/243483405,1,1.126,0.714,100.949,101.657,103.363,2.821,97.148,96.889,3.801,4.509,6.215,4.06,,,,yes,,,,210.1
way/243483408,1,0.608,0.857,101.045,101.672,102.437,4.777,94.112,93.649,6.933,7.56,8.325,7.396,,,,yes,,,,182.3
way/243483409,2,1.269,0.789,98.684,99.89,100.548,4.616,91.604,91.352,7.08,8.285,8.944,7.332,,,,yes,,,,310.4
way/243483411,1,1.711,0.842,105.477,106.151,106.447,2.844,97.149,96.811,8.327,9.001,9.297,8.665,,,,yes,,,,392.1
way/243483417,1,0.88,0.875,97.429,98.303,98.629,1.717,94.983,94.341,2.446,3.32,3.645,3.088,,,,yes,,,,249.0
way/243483418,1,1.335,0.733,97.155,101.295,102.437,5.525,93.748,93.446,3.407,7.547,8.688,3.709,,,,yes,,,,85.0
way/243483419,1,0.979,1.0,97.842,99.678,99.883,3.774,93.014,92.37,4.828,6.665,6.869,5.472,,,,yes,,,,299.8
way/243483421,2,1.32,0.909,100.816,101.157,101.582,4.357,94.535,94.203,6.281,6.621,7.047,6.613,,,,yes,,,,206.5
way/243483433,1,1.08,0.833,95.074,95.214,95.459,1.427,91.637,91.35,3.436,3.577,3.822,3.724,,,,yes,,,,185.4
way/243483436,2,0.883,0.833,96.56,98.747,98.835,3.709,91.73,91.605,4.83,7.017,7.104,4.956,,,,yes,,,,346.5
way/243483437,3,0.532,1.0,96.551,97.195,98.512,2.245,93.816,93.607,2.734,3.378,4.696,2.944,,,,yes,,,,402.9
way/243483441,1,1.051,1.0,99.739,99.937,100.095,1.324,96.121,95.728,3.619,3.817,3.974,4.011,,,,yes,,,,224.2
way/249375910,2,0.844,1.0,96.788,96.832,96.98,2.928,88.153,87.887,8.635,8.679,8.827,8.9,,,,house,,,,476.9
way/249375913,1,1.085,1.0,107.191,107.299,107.299,0.149,88.695,88.534,18.495,18.604,18.604,18.657,,,,house,,,,278.8
way/249375914,1,0.955,1.0,92.594,96.579,102.791,10.631,87.875,87.31,4.719,8.705,14.916,5.284,,,,apartments,,,,750.6
way/249375916,1,0.597,1.0,96.117,98.318,98.318,2.383,87.105,86.927,9.012,11.213,11.213,9.19,,,,house,,,,396.3
way/249375917,1,1.018,1.0,93.482,93.872,94.137,0.889,87.328,87.223,6.154,6.544,6.809,6.259,,,,house,,,,256.9
way/249375918,2,1.032,0.75,91.483,92.614,92.673,0.642,88.215,87.767,3.268,4.4,4.458,3.716,,,,office,,,,588.5
way/249599384,1,1.208,0.75,91.702,91.902,92.045,1.415,87.797,87.624,3.905,4.105,4.248,4.077,,,,house,,,,132.5
way/249599385,1,1.08,1.0,90.354,90.703,90.875,0.845,87.707,87.4,2.647,2.996,3.169,2.953,,,,house,,,,159.7
way/249599387,1,0.685,0.75,93.671,94.122,95.347,1.85,88.837,88.365,4.834,5.284,6.51,5.306,,,,house,,,,421.1
way/249599388,2,0.935,0.737,92.115,92.522,94.058,2.531,89.11,88.773,3.005,3.412,4.947,3.342,,,,house,,,,224.7
way/250720578,1,0.781,1.0,109.848,113.919,114.085,7.638,91.055,90.67,18.793,22.864,23.03,19.178,28.5,levels,-9.707,apartments,9,,,386.5
way/250720580,1,0.753,0.778,98.104,98.383,98.536,1.541,95.204,94.24,2.9,3.179,3.332,3.864,,,,house,,,,355.4
way/250720586,2,0.852,0.714,99.731,100.162,101.293,1.689,97.893,97.294,1.838,2.269,3.4,2.437,,,,yes,,,,378.7
way/25187121,1,0.019,1.0,94.997,95.025,95.056,0.901,86.49,85.119,8.507,8.535,8.566,9.878,7.5,levels,1.007,yes,2,,Primăria Municipiului Chișinău,2678.3
way/25192896,1,0.998,1.0,95.609,98.614,98.954,4.366,85.921,85.742,9.688,12.693,13.033,9.867,,,,yes,,,Sala cu Orgă,1510.8
way/25194183,1,0.954,1.0,100.771,100.87,103.909,5.909,85.982,85.301,14.789,14.888,17.927,15.47,,,,yes,,,Teatrul Național „Mihai Eminescu”,2047.6
way/25194609,1,1.003,1.0,103.932,103.986,104.118,0.634,86.653,86.537,17.28,17.334,17.466,17.395,,,,yes,,,,1209.6
way/25194611,1,1.057,1.0,95.499,95.614,95.819,3.203,86.188,86.195,9.311,9.427,9.631,9.305,,,,yes,,,,856.4
way/254894958,1,0.56,1.0,107.785,108.059,108.721,0.981,105.139,104.749,2.645,2.919,3.581,3.035,,,,house,,,,84.1
way/254894963,1,0.901,0.8,108.145,108.439,108.439,1.76,104.581,104.181,3.564,3.857,3.857,3.964,,,,house,,,,185.8
way/254894969,1,0.397,1.0,104.426,104.782,106.06,1.812,101.162,101.023,3.263,3.62,4.897,3.402,,,,house,,,,93.9
way/254894972,1,0.465,1.0,103.477,105.283,105.333,2.272,100.299,99.94,3.178,4.984,5.034,3.537,,,,house,,,,245.6
way/254894973,1,0.068,1.0,103.671,104.071,104.089,0.699,101.553,101.463,2.118,2.519,2.536,2.208,,,,house,,,,196.5
way/254894977,1,1.131,0.722,102.12,102.565,103.371,1.592,99.458,99.203,2.662,3.107,3.913,2.917,,,,house,,,,315.2
way/254894983,1,0.916,1.0,104.619,105.131,105.335,3.059,96.995,96.892,7.625,8.137,8.34,7.727,,,,house,,,,237.5
way/254894986,1,0.419,0.846,101.561,101.806,101.877,2.441,97.248,97.136,4.313,4.558,4.63,4.425,,,,house,,,,727.5
way/254894988,1,1.787,0.7,97.791,98.055,98.064,0.584,91.046,90.646,6.745,7.009,7.018,7.146,,,,house,,,,126.6
way/254894989,1,0.37,1.0,94.713,95.276,96.799,3.108,91.019,90.824,3.694,4.258,5.781,3.889,,,,house,,,,329.9
way/254894991,1,0.67,0.846,95.063,95.155,97.181,3.653,89.916,89.507,5.147,5.239,7.265,5.556,,,,house,,,,196.9
way/254894993,2,0.896,0.8,96.523,97.151,98.4,5.027,90.641,90.052,5.882,6.51,7.759,6.471,,,,house,,,,537.8
way/254894996,1,0.768,1.0,91.637,91.653,91.657,0.131,89.273,89.063,2.364,2.379,2.384,2.575,,,,house,,,,113.6
way/254894999,1,0.536,1.0,95.083,95.706,97.426,3.642,90.755,90.049,4.328,4.95,6.67,5.034,,,,house,,,,679.0
way/254895001,1,0.567,1.0,94.926,95.11,95.238,0.49,88.773,88.338,6.152,6.337,6.465,6.588,,,,house,,,,268.7
way/254895002,1,0.716,0.9,93.303,94.182,95.29,4.241,88.311,87.712,4.992,5.871,6.979,5.591,,,,house,,,,450.6
way/254895004,1,0.869,1.0,92.083,92.126,92.132,0.152,87.255,86.855,4.828,4.872,4.878,5.228,,,,house,,,,111.0
way/255619734,1,0.857,0.75,89.478,89.557,89.563,0.591,85.542,85.435,3.936,4.015,4.021,4.043,,,,house,,,,181.4
way/255619738,1,0.541,0.833,92.808,94.366,94.488,5.858,86.05,85.392,6.757,8.316,8.437,7.416,,,,house,,,,236.0
way/255619751,1,0.865,1.0,89.423,89.856,89.877,1.203,85.415,85.063,4.008,4.44,4.462,4.36,,,,house,,,,163.5
way/255619755,1,0.876,1.0,87.99,88.775,90.889,3.098,84.602,84.357,3.389,4.173,6.288,3.633,,,,house,,,,316.0
way/256013509,2,0.86,1.0,101.105,101.593,102.476,1.948,96.38,95.703,4.724,5.213,6.096,5.402,,,,house,,,,651.2
